text,category,urgency
"Perbaiki lagi, terutama untuk pelayanan di akademik dan keungan",AKADEMIK,RENDAH
semoga kedepannya STIKOM bisa lebih berkembang lagi,LAINNYA,RENDAH
Semuanya sudah bagus,LAINNYA,RENDAH
Semoga nantinya lebih baik dan maksimal lagi kedepannya,LAINNYA,RENDAH
semoga semakin jaya,LAINNYA,RENDAH
Lebih ditingkatkan kinerja dan sistemnya bagi yg daring,LAINNYA,RENDAH
Memperbanyak diadakan seminar,LAINNYA,RENDAH
lebih banyak ruang kelas agar dapat belajar dengan lebih efektif,KEUANGAN,RENDAH
"pemberina informasi terutama terkait pembayaran UKT, jangan terlalu mendadak",KEUANGAN,RENDAH
Harapan nya ialah Saya tidak tau tapi semoga stikom ini menjadi lebih baik setiap tahunnya,LAINNYA,RENDAH
Melakukan perbaikan atau mengganti fasilitas kampus yang sudah rusak atau kurang layak digunakan.,FASILITAS,TINGGI
"semoga dalam fasilitas parkir di basement perlu di atur lagi, karena motor saya sering lecet disana karena mahasiswa yang memepetkan motornya",FASILITAS,RENDAH
semoga stikom menjadi kampus lebih unggul dalam aspek apapun,LAINNYA,RENDAH
"Untuk meningkatkan kinerja STIKOM Bali, beberapa usulan dapat dipertimbangkan: 1. Implementasi IT Balanced Scorecard: Menggunakan metode ini untuk mengukur dan merumuskan sasaran strategis IT yang mendukung tujuan organisasi, sehingga kinerja divisi IT dapat dievaluasi secara komprehensif. 2. Peningkatan Pelatihan SDM: Mengadakan program pelatihan dan sertifikasi untuk meningkatkan kompetensi dosen dan staf, yang berfokus pada perkembangan teknologi terkini. 3. Perbaikan Sistem Informasi: Mengembangkan dan mengintegrasikan sistem informasi kampus untuk meningkatkan efisiensi pelayanan kepada mahasiswa, termasuk sistem informasi promosi dan penjaminan mutu.",AKADEMIK,TINGGI
Sejauh ini belum ada,LAINNYA,RENDAH
cara mengajar dosen kepada mahasiswa lebih variatif,AKADEMIK,RENDAH
Harapan yang dapat Saya usulkan untuk meningkatkan kinerja STIKOM Bali tersebut adalah memberikan juga kelonggaran waktu 5-10 menit bagi mahasiswa untuk website kampus seperti elearning agar tetap bisa mengirimkan jawaban di elearning meski batas waktu habis,LAINNYA,RENDAH
pertahankan &amp; tinggatkan kinerja pengajar sekarang,LAINNYA,RENDAH
Harapan saya untuk ITB STIKOM BALI ini semoga kedepannya lebih bagus dan banyak kinerjanya,LAINNYA,RENDAH
Terus tingkatkan lagi,LAINNYA,RENDAH
permudahkan saat minta ijin,LAINNYA,RENDAH
saya harap Stikom bisa memberikan akses kelas offline yang lebih banyak atau bisa dibilang kesesuaian antara status perkuliahan yang didapat yaitu reguler yang jadwal kuliahnya adalah pagi sampai sore. Namun pada saat perwalian hanya disediakan jadwal online di waktu perkuliahan reguler yaitu pagi sampai sore dan perkuliahan offlinenya hanya di malah hari. Hal ini membuat mahasiswa tidak diberikan pilihan untuk memilih kelas offline atau online karena kelas yang disediakan pada waktu perkuliahan reguler hanya online saja.,AKADEMIK,RENDAH
Terus menjadi lebih maju kedepannnya,LAINNYA,RENDAH
sudah terpenuhi,LAINNYA,RENDAH
Belum ada dari saya,LAINNYA,RENDAH
Semoga ITB Stikom Bali meningkatkan kinerjanya lebih baik lagi.,LAINNYA,RENDAH
Semoga kedepannya pelayanannya lebih bagus,LAINNYA,RENDAH
"semoga petinggi kampus melihat bagaimana potensial dari setiap sertifikasi semester karena selain biaya yang mahal harus juga memberikan pelatihan bagi peminat nya, dan harapanya semoga setiap kegiatan yang diadakan di kampus memberikan dampak positif kepada semuanya. terimakasih",KEUANGAN,RENDAH
fasilitas kampus agar bisa bersaing dengan kampus lain,FASILITAS,RENDAH
Lebih memadai fasilitas dan meningkatkan kualitas,FASILITAS,RENDAH
Makin di Tingkatkan lagi,LAINNYA,RENDAH
wifinya kurang cepat dan tidak merata,JARINGAN_IT,SEDANG
Semua sangat baik,LAINNYA,RENDAH
Ditingkatkan lebih baik lagi,LAINNYA,RENDAH
Meningkatkan sistem akademik online untuk kemudahan akses informasi dan administrasi mahasiswa,AKADEMIK,RENDAH
lebih tingkatkan kualitas dalam segala aspek,LAINNYA,RENDAH
tetap di pertahankan,LAINNYA,RENDAH
Menyediakan lebih banyak program pengembangan profesional bagi dosen untuk memastikan mereka selalu update dengan tren terbaru,AKADEMIK,RENDAH
Perubahan dari hal hal kecil memang terlihat kurang berarti tapi konsisten aja,LAINNYA,SEDANG
semoga kedepannya kinerja stikom bali semakin baik,LAINNYA,RENDAH
semoga kedepannya lebih baik lagi di fasilitas maupun pembelajaran,FASILITAS,RENDAH
Tambah lahan parkir,FASILITAS,RENDAH
lebih perbanyak kelas agar mahasiswa bisa mendapatkan kelas offline,LAINNYA,RENDAH
menambahkan tissue di toilet,FASILITAS,RENDAH
selalu mendengar keluhan mahasiswa,LAINNYA,RENDAH
Berharap menjadi lebih baik lagi.,LAINNYA,RENDAH
terus tingkatkan kerjanya,LAINNYA,RENDAH
semoga semakin baik,LAINNYA,RENDAH
"saya berharap kedepannya setiap lantai di STIKOM BALI di berikan layanan dan juga akses wifi untuk para mahasiswa dengan gratis guna memperingan beban mahasiswa yang memiliki kendala gangguan sinyal atau sinyal jelek, terima kasih",JARINGAN_IT,TINGGI
Peralatan dikelas seperti meja dan kabel vga perlu diperbaiki,FASILITAS,RENDAH
Semoga maju dan jaya di darat udara dan laut,LAINNYA,RENDAH
semoga kedepannya kinerja stikom semakin baik lagi,LAINNYA,RENDAH
Semoga sukses selalu,LAINNYA,RENDAH
"fasilitas kursi di dalam kelas mungkin, kadang ada beberapa kursi yang rusak atau patah yang bisa saja membahayakan",FASILITAS,KRITIS
"semoga keluhan keluhan dari mahasiswa lebih cepat mendapatkan feedback(misalnya, keluhan mengenai jadwal pelajaran dari suatu dosen, semoga dapat segera diperbaiki)",FASILITAS,RENDAH
semoga segala aspeknya bisa bertambah baik,LAINNYA,RENDAH
"tolong parkiran diperluas lagi, sama kelas.",FASILITAS,TINGGI
Menurut saya stikom masi terlalu kecil untuk mahasiswa sebanyak ini,LAINNYA,RENDAH
"&quot;Dengan hormat, saya ingin menyampaikan bahwa beban tugas mengajar yang begitu padat mungkin akan lebih baik jika dialihkan kepada dosen lain yang notabene &quot;tidak sibuk!&quot;. Hal ini bertujuan agar kualitas pengajaran tetap terjaga dan Bapak/Ibu dapat lebih fokus pada tugas-tugas akademik lainnya.&quot;",AKADEMIK,RENDAH
pendaftaran yudisium,LAINNYA,RENDAH
"harapan nya dapat kemudahan dalam mengerjakan Tugas Akhir, mungkin bisa dengan bantuan dari dosen wali atau dosen konsultasi dengan memberikan saran atau ide yang mudah dikerjakan dan dipahami oleh mahasiswa",AKADEMIK,RENDAH
semoga bisa dipertahankan dan ditungkatkan lagi,LAINNYA,RENDAH
toilet tolong diisikan tisu,FASILITAS,RENDAH
"Semoga fasilitas jdi lebih baik lagi, dan baikan prodi si bisa lebih fast respon lagi.",FASILITAS,RENDAH
Terus tingkatkan pelayanan kedapa mahasiswa,LAINNYA,RENDAH
"Harapan untuk meningkatkan kinerja STIKOM Bali adalah memperluas kerja sama internasional dengan universitas dan perusahaan global, memperkuat riset dan inovasi berbasis teknologi terkini, serta menyediakan lebih banyak program kewirausahaan untuk mendorong mahasiswa menciptakan solusi digital yang berdampak luas.",LAINNYA,TINGGI
Semoga Kedepannya Kampus ITB Stikom Bali Menjadi Kampus Terbaik,LAINNYA,RENDAH
"bisa menyediakan kelas sesuai apa yang diambil, saya yang mengambil kelas daring malam, sangat susah mendapatkan jadwal untuk kelas malam daring saat perwalian. terkadang saya harus menyelingi kelas sambil bekerja, padahal pembayaran SPP sudah lebih mahal dari kelas reguler.",AKADEMIK,SEDANG
"Harapan saya untuk meningkatkan kinerja stikom saat ini sudah cukup baik, mungkin bisa sedikit ditingkatkan lagi sedikit.",LAINNYA,RENDAH
fasilitas parkir masih belum cukup fasilitas cantin saat ini kotor dan panas tolong di optimalkan fasilitas kelas seperti AC beberapa masih kurang dingin dan ada yang bocor fasilitas kelas ada beberapa kursi meja mahasiswa perlu diganti karena sudah usang fasilitas tempat ibadah seperti musholah masih sering digunakan untuk tempat pacaran dan nongkrong di pojok belakan bertirai. tolong ditambahkan tempat khusus mahasiswa yaitu student center,FASILITAS,SEDANG
"Menambah fasilitas seperti lahan parkir, wifi yang memadai, dan perpustakaan yang lebih luas",FASILITAS,TINGGI
keamanan parkir ditingkatkan supaya helm aman,FASILITAS,RENDAH
"Harapan saya kedepannya, baik dalam pelayanan maupun penyediaan fasilitas bisa lebih baik lagi agar seluruh civitas kampus ITB STIKOM Bali dapat berkegiatan dengan baik, serta mengedepankan efisiensi waktu.",FASILITAS,RENDAH
Harapan saya semoga kedepannya semakin baik dan lebih ditingkatkan kinerja tersebut,LAINNYA,RENDAH
Metode pembelajaran dan materi yang lebih relevan dan terupdate,LAINNYA,RENDAH
Semoga stikom dosennya memberi informasi jika tidak dapat mengajar,AKADEMIK,RENDAH
Tingkatkan dukungan untuk kegiatan organisasi mahasiswa,KEMAHASISWAAN,RENDAH
Menjadi lebih baik lagi,LAINNYA,RENDAH
lebih ditingkatkan lagi untuk elerning dan sionnya,LAINNYA,RENDAH
Lebih banyak referensi sumber penelitian,LAINNYA,RENDAH
Semoga kinerja stikom semakin hebat kedepannya,LAINNYA,RENDAH
"Memperbaiki dan menambahkan fasilitas yang kurang seperti proyektor yang tidak aktif, remote AC yang tidak tersedia",FASILITAS,SEDANG
lebih ditingaktkan lagi dalam segi sion,LAINNYA,RENDAH
"mungkin lebih diperhatikan lagi untuk fasilitas di toilet maupun kantin, karena pada toilet banyak yang tidak bisa digunakan. sedangkan untuk kantin terkadang masih kotor oleh sampah yang berserakan dan pengap karena kipas angin yang sudah tidak berfungsi baik.",FASILITAS,SEDANG
mungkin dari segi parkiran yang cukup sempit dan sulit untuk parkir apa lagi untuk parkiran mobil sangatt sulitt sekalii dan mohon lebih di perhatikan!!.,FASILITAS,RENDAH
Semoga lebih baik untuk semuanya,LAINNYA,RENDAH
perbagus fasilitas,FASILITAS,RENDAH
"Ruang belajarnya ditambah, parkirnya juga",FASILITAS,RENDAH
Biaya kuliah lebih murah,KEUANGAN,RENDAH
harapan semoga semua fasilitas semakin lengkap,FASILITAS,RENDAH
semoga cepat ujian proposal,LAINNYA,TINGGI
Semoga kedepannya stikom bali tambah maju dan tambah baik lagi..,LAINNYA,RENDAH
lebih berkembang,LAINNYA,RENDAH
"selalu kompak dan tinggikan solidaritas , tak ada pandangan seseorang berposisi diatas maupun dibawah, karna jikalau tidak ada kerja tim itu pekerjaan itu akan sulit dikerjakan",LAINNYA,RENDAH
dosen dapat mengajar sesuai dengan jadwalnya dan jika tidak sempat mengajar sebaiknya menginformasikan h-1 atau h-beberapa jam jangan saat jam dimana seharusnya pembelajaran sudah dimulai. parkiran kurang luas. perbanyak kantin.,FASILITAS,TINGGI
mungkin lebih perbanyak libur,LAINNYA,RENDAH
"harapannya semoga kampus itb stikom Bali semakin hari semakin meningkat kualitasnya baik dari segi fasilitas, kinerja dan sejenisnya",FASILITAS,RENDAH
harapan saya agar bisa menggunakan wifi kampus supaya pembelajaran menggunakan laptop lebih optimal,JARINGAN_IT,RENDAH
Semoga kedepannya bisa lebih baik lagi dalam segi infrastruktur,KEUANGAN,RENDAH
harapan saya semoga parkir nya lebih diperluas lagi,FASILITAS,TINGGI
semoga kedepannya makin baik lagi dalam hal apapun,LAINNYA,RENDAH
"harapan saya, semoga kedepannya Stikom Bali tetap menjadi kampus IT terbaik di Bali",LAINNYA,RENDAH
"Harapannya semoga sistem di stikom lebih baik lagi dikembangkan serta proses pembelajaran di mantapkan lagi (fasilitas, dll)",FASILITAS,RENDAH
"server , dosen yang lebih cepat merespon pertanyaan via WA, dosen yang lebih interaktif dan fun, bukan ngomong sendiri template dan bosenin (online)",AKADEMIK,RENDAH
lebih meningkatkan pelayanan,LAINNYA,RENDAH
Meningkatkan layanan kemahasiswaan,LAINNYA,RENDAH
harapan saya terus di tingkatkan pada sarana dan prasarana karena itu membantu mahasiswa untuk terus berkreatif dalam mengikuti pembelajaran di kampus,LAINNYA,RENDAH
"Di setiap ruangan kelas di harap ada pewangi ruangan, agar kelas menjadi wangi dan nyaman.",FASILITAS,RENDAH
Lebih diutamakan kepada mahasiswa,LAINNYA,RENDAH
selalu bekerja dengan keras dan pantang menyerah,LAINNYA,RENDAH
"dapat memperbaiki dan melakukan perubahan terhadap keluhan yang sudah ada. Terutama fasilitas di kamar mandi, dimana air di kamar mandi sangat kecil sehingga membuat kami merasa tidak nyaman dan juga ada baiknya menyediakan tisu di setiap kamar mandi. Selanjutnya fasilitas Kantin, seperti yang kita ketahui bahwa KBK dan BOGALOKA sudah dibongkar dan pindah dan beberapa dari kami hanya mengandalkan tempat yang dekat saja untuk menunggu jam pelajaran dimulai. lalu kantin ini sangat amat kecil dan ramai sehingga terlihat sumpek dan tidak nyaman, ada baiknya kantin dibuat diperbesar lagi. Lalu fasilitas di kelas, ada beberapa kursi dikelas sudah tidak layak pakai sehingga ada baiknya di ganti. serta ada baiknya manaruh remote AC dan Proyektor di setiap kelas untuk memudahkan kami para mahasiswa dan dosen untuk memulai pembelajaran. terakhir diharapkan untuk lift segera diselesaikan perbaikannya. terimakasih",FASILITAS,RENDAH
"Saya berharap STIKOM Bali terus memperbarui kurikulum sesuai perkembangan teknologi terbaru, memperluas kerjasama internasional, meningkatkan program kewirausahaan berbasis teknologi, serta memberikan lebih banyak pelatihan praktis untuk mempersiapkan mahasiswa menghadapi dunia kerja yang semakin kompetitif.",LAINNYA,TINGGI
Meningkatkan fasilitas untuk mahasiswa,FASILITAS,RENDAH
"Mendorong mahasiswa untuk berpartisipasi aktif dalam lomba inovasi teknologi, baik tingkat nasional maupun global",KEMAHASISWAAN,RENDAH
Harapan saya STIKOM Bali dapat menciptakan insan - insan baru khususnya di era digital saat ini serta dapat mewujudkan misi indonesia menuju generasi emas.,LAINNYA,RENDAH
"Semakin maju, dan berkembang kedepannya",LAINNYA,RENDAH
Harapan saya pelayanan yang menunjang pembelajaran mahasiswa seperti wifi kampus jaringannya masih lemot semoga ke depannya bisa ditinggkatkan lagi agar mendukung proses belajar Mahasiswa dikelas atau untuk mengikuti kelas online,JARINGAN_IT,SEDANG
saya harap lahan parkir mobil diperbanyak,FASILITAS,RENDAH
Semoga semakin baik lagi,LAINNYA,RENDAH
semoga fasilitas lebih baik kedepannya,FASILITAS,RENDAH
pertahankan seperti itu,LAINNYA,RENDAH
semoga stikom bisa lebih jauh di kenal orang,LAINNYA,RENDAH
Harapannya agar terus meningkatkannya dengan lebih baik lagi,LAINNYA,RENDAH
meningkatkan lagi kinerja yang sudah bagus.,LAINNYA,RENDAH
semoga itb stikom bali semakin berkembang dan menjadi universitas,LAINNYA,RENDAH
"smoga seluruh fasilitas utamanya kelas dapat ditingkatkan, karena beberpaa kali mahsiswa kesulitan mendapatkan tempat duduk",FASILITAS,RENDAH
Agar terus mempertahankan pelayanan yang baik,LAINNYA,RENDAH
Semoga kedepannya fasilitas kampus lebih lengkap dan nyaman,FASILITAS,RENDAH
harapan untuk bagian keuangan tolong dibuat notifikasi pembayaran,KEUANGAN,RENDAH
Harapan saya mungkin bisa ditingkatkan lagi fasilitasnya,FASILITAS,RENDAH
"Dukungan untuk Kegiatan Mahasiswa, Meningkatkan apresiasi terhadap pencapaian mahasiswa melalui penghargaan atau program pendanaan inovasi",KEUANGAN,RENDAH
sudah sesuai harapan,LAINNYA,RENDAH
"Perbanyak ruang kelas supaya mahasiswa yg ingin kelas offline bisa mendapatkan kelas offline dan bukannya online, dan saat perwalian tidak mengalami error lagi seperti kemarin",KEUANGAN,TINGGI
Informasi yang lebih akurat,LAINNYA,RENDAH
semoga ditingkatkan kualitas saran prasarana di kampus dan kualitas pengajaran,LAINNYA,RENDAH
lebih perhatian terhadap kampus,LAINNYA,RENDAH
Vasilitas di tingkatkan,LAINNYA,RENDAH
Harapan saya adalah semoga stikom bisa lihat barang&quot; kampus yang sudah rusak dan segera di ganti yang lebih layak contoh nya kursi dam monitor dan lain sebagainya,FASILITAS,TINGGI
"Semoga kedepannya kinerja STIKOM Bali dapat lebih baik lagi baik dalam segi fasilitas, layanan, dll.",FASILITAS,RENDAH
"harapan kedepannya kecepatan wifi lebih ditingkatkan lagi khusus untuk mahasiswa, supaya lancar dalam browsing dan mengerjakan tugas disana, sediakan barcode untuk password wifi khusus mahasiswa agar tidak bertanya kesana kemari. semoga kedepannya mempunya sistem absen berbasis scan barcode setiap masuk kelas, agar mempermudah dosen dalam mengabsen mahasiswanya,dan terakhir untuk website sion & elerning suapya dibuatkan aplikasi mobilenya untuk mempermudah mahasiswa dalam mengakses",JARINGAN_IT,RENDAH
"Peningkatan Keterlibatan Mahasiswa: Mendorong mahasiswa untuk terlibat dalam kegiatan ekstrakurikuler, organisasi mahasiswa, dan proyek penelitian. Ini akan membantu mereka mengembangkan keterampilan kepemimpinan dan kerja sama tim.",KEMAHASISWAAN,RENDAH
tidak ada harapan,LAINNYA,RENDAH
Semoga kedepannyaa jauh lebih baik lagi,LAINNYA,RENDAH
Tetap solid dan selalu bekerja sama dg baik,LAINNYA,RENDAH
Semoga kedepannya stikom bisa lebih banyak lagi menyelenggarakan event&quot; besar yang dapat memberikan dampak baik kepada masyarakat maupun mahasiswa stikom itu sendiri,LAINNYA,RENDAH
Semoga STIKOM Bali dapat terus meningkatkan kinerjanya demi kenyamanan bersama,LAINNYA,RENDAH
Harapannya adalah semoga STIKOM konsisten dalam memberikan pelayanan yang terbaik dan informatif,LAINNYA,TINGGI
Lebih Banyak Informasi tentang Lomba,KEMAHASISWAAN,RENDAH
semakin di perbaiki,LAINNYA,RENDAH
"tolong berikan kabel hdmi yang berfungsi, berikan kantin sehat, area parkir banyak kotoran burung yang jatuh ke motor mahasiswa",FASILITAS,SEDANG
semoga fasilitas stikom semakin bagus,FASILITAS,RENDAH
semoga bisa meningktakan kinnerja pada permasalahan fasilitas yang ada dikampus,FASILITAS,RENDAH
Beberapa dosen agar setiap ngajar tidak terlalu singkat dalam memaparkan materi,AKADEMIK,RENDAH
Perbanyak kelas,LAINNYA,RENDAH
Semoga Sion kedepannya semakin maju,LAINNYA,RENDAH
harapan saya stikom mampu memberikan metode pemblajaran yang menyenangkan agar para mahasiswa tidak merasa tertekan saat belajar dan supaya pencapaian yg di inginkan terwujud,LAINNYA,RENDAH
Harapan saya untuk stikom adalah agar dapat konsisten mempertahankan kinerja terbaiknya,LAINNYA,RENDAH
harapan saya untuk stikom adalah mungkin lebih mempedulikan sarana toiletnya karena sering rusak dan cuba untuk lebih mendekorasinya biar lebih nyaman. kantinnya juga harapan saya semoga lebih besar lagi kedepannya.,FASILITAS,TINGGI
Mungkin bisa lebih ditingkatkan lagi kinerja dalam mengajar dan lebih interaktif dengan mahasiswa,AKADEMIK,RENDAH
"STIKOM Bali dapat menginvestasikan sumber daya dalam pengembangan fasilitas dan infrastruktur yang mendukung pembelajaran dan penelitian. Hal ini dapat mencakup laboratorium yang dilengkapi dengan perangkat dan perangkat lunak terbaru, akses internet yang cepat, ruang kreatif untuk kolaborasi, dan fasilitas pendukung lainnya yang menciptakan lingkungan belajar yang optimal.",FASILITAS,RENDAH
"Berikat informasi yang lebih detail, contoh seperti program"", dan kerja praktek",AKADEMIK,RENDAH
Semoga lebih baik kedepannya,LAINNYA,RENDAH
Kedepannya lebih ditingkatkan layanannya,LAINNYA,RENDAH
tolong fasilitas kantin ditingkatkan,FASILITAS,RENDAH
Kinerja Bimbingan dengan Online,LAINNYA,RENDAH
semakin ditingkatkan lagi agar lebih baikk,LAINNYA,RENDAH
Semoga STIKOM Bali terus berkembang dan maju kedepannya,LAINNYA,RENDAH
Semoga kinerja nya terus ditingkatkan,LAINNYA,RENDAH
Menambah bahan bacaan di perpustakaan,FASILITAS,RENDAH
Terimakasih semoga semakin di tingkatnya,LAINNYA,RENDAH
